,file_name,tag
631,dataset\cylinder\raw\raw_237.png,1
3439,dataset\key\raw\raw_206.png,9
1031,dataset\nut\raw\raw_233.png,2
4181,dataset\mesh_pot\raw\raw_340.png,11
1966,dataset\lego_1x2\raw\raw_189.png,5
3211,dataset\usb_typec\raw\raw_226.png,8
773,dataset\nut\raw\raw_115.png,2
1137,dataset\bolt\raw\raw_151.png,3
3904,dataset\hex_key\raw\raw_148.png,10
2055,dataset\lego_1x2\raw\raw_123.png,5
3777,dataset\hex_key\raw\raw_249.png,10
436,dataset\cylinder\raw\raw_229.png,1
1479,dataset\spanner\raw\raw_114.png,4
1553,dataset\spanner\raw\raw_166.png,4
1871,dataset\lego_1x2\raw\raw_216.png,5
2656,dataset\usb_mini\raw\raw_040.png,7
754,dataset\nut\raw\raw_470.png,2
3056,dataset\usb_typec\raw\raw_308.png,8
4076,dataset\mesh_pot\raw\raw_392.png,11
1368,dataset\bolt\raw\raw_115.png,3
991,dataset\nut\raw\raw_401.png,2
3822,dataset\hex_key\raw\raw_294.png,10
2553,dataset\usb_mini\raw\raw_114.png,7
1619,dataset\spanner\raw\raw_246.png,4
2639,dataset\usb_mini\raw\raw_294.png,7
635,dataset\cylinder\raw\raw_245.png,1
2147,dataset\lego_1x2\raw\raw_298.png,5
3019,dataset\usb_typec\raw\raw_399.png,8
461,dataset\cylinder\raw\raw_474.png,1
2757,dataset\usb_mini\raw\raw_092.png,7
913,dataset\nut\raw\raw_053.png,2
740,dataset\nut\raw\raw_221.png,2
2275,dataset\lego_2x3\raw\raw_056.png,6
2167,dataset\lego_2x3\raw\raw_115.png,6
1915,dataset\lego_1x2\raw\raw_360.png,5
4208,dataset\mesh_pot\raw\raw_016.png,11
3054,dataset\usb_typec\raw\raw_033.png,8
926,dataset\nut\raw\raw_112.png,2
1261,dataset\bolt\raw\raw_410.png,3
3154,dataset\usb_typec\raw\raw_146.png,8
1917,dataset\lego_1x2\raw\raw_074.png,5
918,dataset\nut\raw\raw_205.png,2
843,dataset\nut\raw\raw_090.png,2
282,dataset\sphere\raw\raw_388.png,0
2182,dataset\lego_2x3\raw\raw_192.png,6
1214,dataset\bolt\raw\raw_119.png,3
3378,dataset\key\raw\raw_282.png,9
196,dataset\sphere\raw\raw_257.png,0
2994,dataset\usb_typec\raw\raw_184.png,8
4109,dataset\mesh_pot\raw\raw_367.png,11
2359,dataset\lego_2x3\raw\raw_030.png,6
161,dataset\sphere\raw\raw_351.png,0
105,dataset\sphere\raw\raw_354.png,0
115,dataset\sphere\raw\raw_058.png,0
1769,dataset\spanner\raw\raw_211.png,4
1442,dataset\spanner\raw\raw_139.png,4
2825,dataset\usb_mini\raw\raw_344.png,7
3300,dataset\key\raw\raw_099.png,9
3796,dataset\hex_key\raw\raw_268.png,10
3528,dataset\key\raw\raw_438.png,9
2098,dataset\lego_1x2\raw\raw_095.png,5
1977,dataset\lego_1x2\raw\raw_200.png,5
335,dataset\sphere\raw\raw_415.png,0
3655,dataset\hex_key\raw\raw_424.png,10
3720,dataset\hex_key\raw\raw_121.png,10
2159,dataset\lego_1x2\raw\raw_273.png,5
55,dataset\sphere\raw\raw_176.png,0
3085,dataset\usb_typec\raw\raw_019.png,8
574,dataset\cylinder\raw\raw_079.png,1
2668,dataset\usb_mini\raw\raw_013.png,7
1441,dataset\spanner\raw\raw_444.png,4
2709,dataset\usb_mini\raw\raw_364.png,7
1392,dataset\bolt\raw\raw_415.png,3
3772,dataset\hex_key\raw\raw_345.png,10
2331,dataset\lego_2x3\raw\raw_399.png,6
2493,dataset\lego_2x3\raw\raw_250.png,6
169,dataset\sphere\raw\raw_208.png,0
2551,dataset\usb_mini\raw\raw_157.png,7
1826,dataset\lego_1x2\raw\raw_021.png,5
3989,dataset\mesh_pot\raw\raw_166.png,11
978,dataset\nut\raw\raw_105.png,2
2017,dataset\lego_1x2\raw\raw_230.png,5
291,dataset\sphere\raw\raw_069.png,0
1434,dataset\bolt\raw\raw_177.png,3
1991,dataset\lego_1x2\raw\raw_353.png,5
361,dataset\cylinder\raw\raw_480.png,1
1302,dataset\bolt\raw\raw_223.png,3
4135,dataset\mesh_pot\raw\raw_225.png,11
1395,dataset\bolt\raw\raw_077.png,3
1271,dataset\bolt\raw\raw_265.png,3
3724,dataset\hex_key\raw\raw_117.png,10
669,dataset\cylinder\raw\raw_499.png,1
1981,dataset\lego_1x2\raw\raw_392.png,5
2416,dataset\lego_2x3\raw\raw_294.png,6
2966,dataset\usb_typec\raw\raw_204.png,8
2938,dataset\usb_typec\raw\raw_199.png,8
98,dataset\sphere\raw\raw_483.png,0
2269,dataset\lego_2x3\raw\raw_273.png,6
292,dataset\sphere\raw\raw_114.png,0
1872,dataset\lego_1x2\raw\raw_148.png,5
3072,dataset\usb_typec\raw\raw_049.png,8
1448,dataset\spanner\raw\raw_311.png,4
3599,dataset\key\raw\raw_033.png,9
953,dataset\nut\raw\raw_331.png,2
1894,dataset\lego_1x2\raw\raw_069.png,5
3814,dataset\hex_key\raw\raw_090.png,10
1693,dataset\spanner\raw\raw_456.png,4
2556,dataset\usb_mini\raw\raw_348.png,7
3536,dataset\key\raw\raw_401.png,9
2544,dataset\usb_mini\raw\raw_378.png,7
3505,dataset\key\raw\raw_040.png,9
2125,dataset\lego_1x2\raw\raw_253.png,5
17,dataset\sphere\raw\raw_042.png,0
3633,dataset\hex_key\raw\raw_370.png,10
3997,dataset\mesh_pot\raw\raw_253.png,11
3119,dataset\usb_typec\raw\raw_006.png,8
33,dataset\sphere\raw\raw_049.png,0
348,dataset\sphere\raw\raw_301.png,0
3748,dataset\hex_key\raw\raw_234.png,10
1089,dataset\bolt\raw\raw_219.png,3
1583,dataset\spanner\raw\raw_010.png,4
3773,dataset\hex_key\raw\raw_109.png,10
2083,dataset\lego_1x2\raw\raw_112.png,5
1669,dataset\spanner\raw\raw_447.png,4
4278,dataset\mesh_pot\raw\raw_353.png,11
442,dataset\cylinder\raw\raw_435.png,1
3430,dataset\key\raw\raw_015.png,9
3147,dataset\usb_typec\raw\raw_194.png,8
2917,dataset\usb_typec\raw\raw_062.png,8
1983,dataset\lego_1x2\raw\raw_186.png,5
3590,dataset\key\raw\raw_094.png,9
464,dataset\cylinder\raw\raw_231.png,1
2745,dataset\usb_mini\raw\raw_178.png,7
2741,dataset\usb_mini\raw\raw_243.png,7
2887,dataset\usb_typec\raw\raw_190.png,8
4170,dataset\mesh_pot\raw\raw_285.png,11
356,dataset\sphere\raw\raw_282.png,0
3146,dataset\usb_typec\raw\raw_333.png,8
3938,dataset\hex_key\raw\raw_209.png,10
2046,dataset\lego_1x2\raw\raw_184.png,5
951,dataset\nut\raw\raw_211.png,2
1595,dataset\spanner\raw\raw_392.png,4
2487,dataset\lego_2x3\raw\raw_167.png,6
943,dataset\nut\raw\raw_360.png,2
2067,dataset\lego_1x2\raw\raw_286.png,5
1853,dataset\lego_1x2\raw\raw_292.png,5
3306,dataset\key\raw\raw_302.png,9
444,dataset\cylinder\raw\raw_077.png,1
1166,dataset\bolt\raw\raw_339.png,3
625,dataset\cylinder\raw\raw_204.png,1
3975,dataset\mesh_pot\raw\raw_125.png,11
2719,dataset\usb_mini\raw\raw_137.png,7
1995,dataset\lego_1x2\raw\raw_312.png,5
3782,dataset\hex_key\raw\raw_328.png,10
2910,dataset\usb_typec\raw\raw_324.png,8
2832,dataset\usb_mini\raw\raw_122.png,7
3979,dataset\mesh_pot\raw\raw_065.png,11
167,dataset\sphere\raw\raw_228.png,0
2854,dataset\usb_mini\raw\raw_306.png,7
2100,dataset\lego_1x2\raw\raw_158.png,5
1473,dataset\spanner\raw\raw_000.png,4
3461,dataset\key\raw\raw_114.png,9
1300,dataset\bolt\raw\raw_068.png,3
219,dataset\sphere\raw\raw_214.png,0
1148,dataset\bolt\raw\raw_034.png,3
764,dataset\nut\raw\raw_364.png,2
2303,dataset\lego_2x3\raw\raw_228.png,6
3252,dataset\key\raw\raw_088.png,9
1048,dataset\nut\raw\raw_386.png,2
617,dataset\cylinder\raw\raw_157.png,1
1001,dataset\nut\raw\raw_407.png,2
1246,dataset\bolt\raw\raw_182.png,3
3451,dataset\key\raw\raw_360.png,9
554,dataset\cylinder\raw\raw_340.png,1
134,dataset\sphere\raw\raw_010.png,0
2215,dataset\lego_2x3\raw\raw_028.png,6
1675,dataset\spanner\raw\raw_281.png,4
3660,dataset\hex_key\raw\raw_302.png,10
3125,dataset\usb_typec\raw\raw_323.png,8
1403,dataset\bolt\raw\raw_288.png,3
4122,dataset\mesh_pot\raw\raw_072.png,11
2987,dataset\usb_typec\raw\raw_318.png,8
1466,dataset\spanner\raw\raw_287.png,4
4078,dataset\mesh_pot\raw\raw_197.png,11
2722,dataset\usb_mini\raw\raw_099.png,7
2985,dataset\usb_typec\raw\raw_349.png,8
1208,dataset\bolt\raw\raw_348.png,3
254,dataset\sphere\raw\raw_011.png,0
3094,dataset\usb_typec\raw\raw_367.png,8
1655,dataset\spanner\raw\raw_220.png,4
82,dataset\sphere\raw\raw_071.png,0
4125,dataset\mesh_pot\raw\raw_189.png,11
2635,dataset\usb_mini\raw\raw_095.png,7
2139,dataset\lego_1x2\raw\raw_376.png,5
1998,dataset\lego_1x2\raw\raw_101.png,5
3936,dataset\hex_key\raw\raw_486.png,10
306,dataset\sphere\raw\raw_207.png,0
3776,dataset\hex_key\raw\raw_222.png,10
1785,dataset\spanner\raw\raw_194.png,4
367,dataset\cylinder\raw\raw_247.png,1
75,dataset\sphere\raw\raw_224.png,0
1069,dataset\nut\raw\raw_055.png,2
482,dataset\cylinder\raw\raw_035.png,1
3784,dataset\hex_key\raw\raw_082.png,10
1642,dataset\spanner\raw\raw_063.png,4
239,dataset\sphere\raw\raw_154.png,0
271,dataset\sphere\raw\raw_238.png,0
3663,dataset\hex_key\raw\raw_180.png,10
4068,dataset\mesh_pot\raw\raw_258.png,11
3007,dataset\usb_typec\raw\raw_162.png,8
4157,dataset\mesh_pot\raw\raw_324.png,11
3173,dataset\usb_typec\raw\raw_093.png,8
2146,dataset\lego_1x2\raw\raw_199.png,5
2316,dataset\lego_2x3\raw\raw_290.png,6
447,dataset\cylinder\raw\raw_447.png,1
2223,dataset\lego_2x3\raw\raw_317.png,6
1798,dataset\spanner\raw\raw_108.png,4
77,dataset\sphere\raw\raw_300.png,0
3332,dataset\key\raw\raw_264.png,9
1851,dataset\lego_1x2\raw\raw_176.png,5
1358,dataset\bolt\raw\raw_488.png,3
2434,dataset\lego_2x3\raw\raw_398.png,6
2281,dataset\lego_2x3\raw\raw_026.png,6
3092,dataset\usb_typec\raw\raw_127.png,8
2641,dataset\usb_mini\raw\raw_331.png,7
1920,dataset\lego_1x2\raw\raw_103.png,5
1247,dataset\bolt\raw\raw_093.png,3
922,dataset\nut\raw\raw_337.png,2
3750,dataset\hex_key\raw\raw_460.png,10
1688,dataset\spanner\raw\raw_363.png,4
4219,dataset\mesh_pot\raw\raw_217.png,11
323,dataset\sphere\raw\raw_128.png,0
896,dataset\nut\raw\raw_482.png,2
3313,dataset\key\raw\raw_037.png,9
2414,dataset\lego_2x3\raw\raw_328.png,6
3039,dataset\usb_typec\raw\raw_039.png,8
1768,dataset\spanner\raw\raw_177.png,4
86,dataset\sphere\raw\raw_062.png,0
1797,dataset\spanner\raw\raw_336.png,4
3944,dataset\hex_key\raw\raw_329.png,10
3143,dataset\usb_typec\raw\raw_254.png,8
480,dataset\cylinder\raw\raw_486.png,1
114,dataset\sphere\raw\raw_493.png,0
3465,dataset\key\raw\raw_097.png,9
2459,dataset\lego_2x3\raw\raw_237.png,6
3733,dataset\hex_key\raw\raw_266.png,10
1829,dataset\lego_1x2\raw\raw_397.png,5
3550,dataset\key\raw\raw_011.png,9
587,dataset\cylinder\raw\raw_018.png,1
148,dataset\sphere\raw\raw_469.png,0
3869,dataset\hex_key\raw\raw_152.png,10
1921,dataset\lego_1x2\raw\raw_349.png,5
2430,dataset\lego_2x3\raw\raw_267.png,6
1122,dataset\bolt\raw\raw_008.png,3
1036,dataset\nut\raw\raw_073.png,2
2216,dataset\lego_2x3\raw\raw_388.png,6
3490,dataset\key\raw\raw_101.png,9
967,dataset\nut\raw\raw_067.png,2
2921,dataset\usb_typec\raw\raw_378.png,8
3742,dataset\hex_key\raw\raw_467.png,10
1013,dataset\nut\raw\raw_494.png,2
1165,dataset\bolt\raw\raw_255.png,3
657,dataset\cylinder\raw\raw_060.png,1
437,dataset\cylinder\raw\raw_198.png,1
3081,dataset\usb_typec\raw\raw_357.png,8
3399,dataset\key\raw\raw_233.png,9
2796,dataset\usb_mini\raw\raw_141.png,7
2819,dataset\usb_mini\raw\raw_021.png,7
3787,dataset\hex_key\raw\raw_243.png,10
4221,dataset\mesh_pot\raw\raw_105.png,11
1903,dataset\lego_1x2\raw\raw_280.png,5
1059,dataset\nut\raw\raw_052.png,2
3419,dataset\key\raw\raw_359.png,9
1154,dataset\bolt\raw\raw_183.png,3
395,dataset\cylinder\raw\raw_211.png,1
2539,dataset\usb_mini\raw\raw_297.png,7
312,dataset\sphere\raw\raw_314.png,0
3320,dataset\key\raw\raw_332.png,9
2525,dataset\usb_mini\raw\raw_240.png,7
3971,dataset\mesh_pot\raw\raw_223.png,11
892,dataset\nut\raw\raw_409.png,2
1273,dataset\bolt\raw\raw_294.png,3
1464,dataset\spanner\raw\raw_419.png,4
2996,dataset\usb_typec\raw\raw_304.png,8
1775,dataset\spanner\raw\raw_090.png,4
2899,dataset\usb_typec\raw\raw_035.png,8
2550,dataset\usb_mini\raw\raw_241.png,7
2702,dataset\usb_mini\raw\raw_041.png,7
2279,dataset\lego_2x3\raw\raw_050.png,6
746,dataset\nut\raw\raw_123.png,2
3585,dataset\key\raw\raw_156.png,9
3616,dataset\hex_key\raw\raw_396.png,10
2912,dataset\usb_typec\raw\raw_057.png,8
2823,dataset\usb_mini\raw\raw_361.png,7
937,dataset\nut\raw\raw_208.png,2
2616,dataset\usb_mini\raw\raw_098.png,7
1762,dataset\spanner\raw\raw_185.png,4
2127,dataset\lego_1x2\raw\raw_343.png,5
2774,dataset\usb_mini\raw\raw_374.png,7
835,dataset\nut\raw\raw_070.png,2
4188,dataset\mesh_pot\raw\raw_190.png,11
4241,dataset\mesh_pot\raw\raw_326.png,11
2161,dataset\lego_2x3\raw\raw_125.png,6
4165,dataset\mesh_pot\raw\raw_328.png,11
4218,dataset\mesh_pot\raw\raw_283.png,11
2278,dataset\lego_2x3\raw\raw_315.png,6
2868,dataset\usb_mini\raw\raw_084.png,7
3502,dataset\key\raw\raw_425.png,9
1455,dataset\spanner\raw\raw_187.png,4
1650,dataset\spanner\raw\raw_372.png,4
3065,dataset\usb_typec\raw\raw_041.png,8
1152,dataset\bolt\raw\raw_096.png,3
655,dataset\cylinder\raw\raw_448.png,1
855,dataset\nut\raw\raw_198.png,2
3318,dataset\key\raw\raw_003.png,9
1003,dataset\nut\raw\raw_388.png,2
3754,dataset\hex_key\raw\raw_030.png,10
2959,dataset\usb_typec\raw\raw_028.png,8
3046,dataset\usb_typec\raw\raw_264.png,8
1764,dataset\spanner\raw\raw_391.png,4
1142,dataset\bolt\raw\raw_234.png,3
3339,dataset\key\raw\raw_275.png,9
3578,dataset\key\raw\raw_192.png,9
3709,dataset\hex_key\raw\raw_363.png,10
2185,dataset\lego_2x3\raw\raw_197.png,6
1323,dataset\bolt\raw\raw_326.png,3
2219,dataset\lego_2x3\raw\raw_053.png,6
270,dataset\sphere\raw\raw_262.png,0
999,dataset\nut\raw\raw_126.png,2
3103,dataset\usb_typec\raw\raw_306.png,8
1204,dataset\bolt\raw\raw_218.png,3
2133,dataset\lego_1x2\raw\raw_305.png,5
1292,dataset\bolt\raw\raw_366.png,3
2751,dataset\usb_mini\raw\raw_177.png,7
1177,dataset\bolt\raw\raw_473.png,3
3421,dataset\key\raw\raw_012.png,9
3416,dataset\key\raw\raw_281.png,9
1518,dataset\spanner\raw\raw_326.png,4
1344,dataset\bolt\raw\raw_309.png,3
2376,dataset\lego_2x3\raw\raw_286.png,6
4120,dataset\mesh_pot\raw\raw_385.png,11
1671,dataset\spanner\raw\raw_440.png,4
2186,dataset\lego_2x3\raw\raw_088.png,6
1943,dataset\lego_1x2\raw\raw_231.png,5
3564,dataset\key\raw\raw_327.png,9
910,dataset\nut\raw\raw_408.png,2
2093,dataset\lego_1x2\raw\raw_110.png,5
2707,dataset\usb_mini\raw\raw_213.png,7
1887,dataset\lego_1x2\raw\raw_027.png,5
3991,dataset\mesh_pot\raw\raw_334.png,11
1515,dataset\spanner\raw\raw_035.png,4
1919,dataset\lego_1x2\raw\raw_135.png,5
812,dataset\nut\raw\raw_158.png,2
3863,dataset\hex_key\raw\raw_237.png,10
568,dataset\cylinder\raw\raw_005.png,1
1111,dataset\bolt\raw\raw_045.png,3
3828,dataset\hex_key\raw\raw_353.png,10
3829,dataset\hex_key\raw\raw_285.png,10
384,dataset\cylinder\raw\raw_402.png,1
3654,dataset\hex_key\raw\raw_038.png,10
2657,dataset\usb_mini\raw\raw_166.png,7
1628,dataset\spanner\raw\raw_195.png,4
309,dataset\sphere\raw\raw_413.png,0
231,dataset\sphere\raw\raw_495.png,0
3872,dataset\hex_key\raw\raw_166.png,10
1509,dataset\spanner\raw\raw_222.png,4
3554,dataset\key\raw\raw_414.png,9
2124,dataset\lego_1x2\raw\raw_266.png,5
2012,dataset\lego_1x2\raw\raw_155.png,5
2304,dataset\lego_2x3\raw\raw_314.png,6
2045,dataset\lego_1x2\raw\raw_350.png,5
2073,dataset\lego_1x2\raw\raw_256.png,5
4266,dataset\mesh_pot\raw\raw_073.png,11
4059,dataset\mesh_pot\raw\raw_095.png,11
3095,dataset\usb_typec\raw\raw_236.png,8
1994,dataset\lego_1x2\raw\raw_002.png,5
351,dataset\sphere\raw\raw_039.png,0
2326,dataset\lego_2x3\raw\raw_240.png,6
3380,dataset\key\raw\raw_001.png,9
973,dataset\nut\raw\raw_447.png,2
1324,dataset\bolt\raw\raw_136.png,3
130,dataset\sphere\raw\raw_465.png,0
3941,dataset\hex_key\raw\raw_451.png,10
10,dataset\sphere\raw\raw_429.png,0
592,dataset\cylinder\raw\raw_227.png,1
3563,dataset\key\raw\raw_184.png,9
647,dataset\cylinder\raw\raw_269.png,1
4104,dataset\mesh_pot\raw\raw_056.png,11
1802,dataset\lego_1x2\raw\raw_210.png,5
248,dataset\sphere\raw\raw_463.png,0
1347,dataset\bolt\raw\raw_314.png,3
2059,dataset\lego_1x2\raw\raw_038.png,5
1396,dataset\bolt\raw\raw_355.png,3
1834,dataset\lego_1x2\raw\raw_221.png,5
3792,dataset\hex_key\raw\raw_384.png,10
1916,dataset\lego_1x2\raw\raw_276.png,5
4225,dataset\mesh_pot\raw\raw_341.png,11
330,dataset\sphere\raw\raw_112.png,0
1494,dataset\spanner\raw\raw_062.png,4
1959,dataset\lego_1x2\raw\raw_249.png,5
343,dataset\sphere\raw\raw_247.png,0
4215,dataset\mesh_pot\raw\raw_230.png,11
147,dataset\sphere\raw\raw_379.png,0
131,dataset\sphere\raw\raw_160.png,0
3571,dataset\key\raw\raw_261.png,9
3858,dataset\hex_key\raw\raw_455.png,10
193,dataset\sphere\raw\raw_173.png,0
2374,dataset\lego_2x3\raw\raw_044.png,6
3037,dataset\usb_typec\raw\raw_175.png,8
3519,dataset\key\raw\raw_386.png,9
3949,dataset\hex_key\raw\raw_481.png,10
1870,dataset\lego_1x2\raw\raw_375.png,5
4179,dataset\mesh_pot\raw\raw_079.png,11
3577,dataset\key\raw\raw_052.png,9
2257,dataset\lego_2x3\raw\raw_302.png,6
1833,dataset\lego_1x2\raw\raw_258.png,5
541,dataset\cylinder\raw\raw_026.png,1
3059,dataset\usb_typec\raw\raw_311.png,8
3455,dataset\key\raw\raw_353.png,9
4016,dataset\mesh_pot\raw\raw_394.png,11
1654,dataset\spanner\raw\raw_077.png,4
722,dataset\nut\raw\raw_248.png,2
1481,dataset\spanner\raw\raw_083.png,4
4294,dataset\mesh_pot\raw\raw_277.png,11
2808,dataset\usb_mini\raw\raw_250.png,7
572,dataset\cylinder\raw\raw_387.png,1
3224,dataset\usb_typec\raw\raw_152.png,8
1129,dataset\bolt\raw\raw_167.png,3
1457,dataset\spanner\raw\raw_238.png,4
3045,dataset\usb_typec\raw\raw_338.png,8
4169,dataset\mesh_pot\raw\raw_194.png,11
106,dataset\sphere\raw\raw_232.png,0
3918,dataset\hex_key\raw\raw_476.png,10
3329,dataset\key\raw\raw_140.png,9
3040,dataset\usb_typec\raw\raw_015.png,8
2156,dataset\lego_1x2\raw\raw_289.png,5
481,dataset\cylinder\raw\raw_393.png,1
1020,dataset\nut\raw\raw_005.png,2
1978,dataset\lego_1x2\raw\raw_378.png,5
626,dataset\cylinder\raw\raw_027.png,1
1514,dataset\spanner\raw\raw_206.png,4
2592,dataset\usb_mini\raw\raw_315.png,7
3753,dataset\hex_key\raw\raw_078.png,10
2608,dataset\usb_mini\raw\raw_312.png,7
2196,dataset\lego_2x3\raw\raw_095.png,6
1426,dataset\bolt\raw\raw_356.png,3
1429,dataset\bolt\raw\raw_067.png,3
2798,dataset\usb_mini\raw\raw_144.png,7
362,dataset\cylinder\raw\raw_195.png,1
441,dataset\cylinder\raw\raw_233.png,1
3458,dataset\key\raw\raw_403.png,9
3624,dataset\hex_key\raw\raw_386.png,10
2383,dataset\lego_2x3\raw\raw_120.png,6
2208,dataset\lego_2x3\raw\raw_288.png,6
1356,dataset\bolt\raw\raw_103.png,3
3202,dataset\usb_typec\raw\raw_268.png,8
3740,dataset\hex_key\raw\raw_064.png,10
777,dataset\nut\raw\raw_202.png,2
185,dataset\sphere\raw\raw_022.png,0
1835,dataset\lego_1x2\raw\raw_018.png,5
1169,dataset\bolt\raw\raw_192.png,3
3063,dataset\usb_typec\raw\raw_379.png,8
3757,dataset\hex_key\raw\raw_244.png,10
3968,dataset\mesh_pot\raw\raw_120.png,11
2654,dataset\usb_mini\raw\raw_102.png,7
864,dataset\nut\raw\raw_171.png,2
2817,dataset\usb_mini\raw\raw_140.png,7
2777,dataset\usb_mini\raw\raw_006.png,7
609,dataset\cylinder\raw\raw_283.png,1
4301,dataset\mesh_pot\raw\raw_155.png,11
1126,dataset\bolt\raw\raw_281.png,3
2226,dataset\lego_2x3\raw\raw_003.png,6
191,dataset\sphere\raw\raw_198.png,0
1009,dataset\nut\raw\raw_068.png,2
3823,dataset\hex_key\raw\raw_344.png,10
3857,dataset\hex_key\raw\raw_218.png,10
845,dataset\nut\raw\raw_499.png,2
3763,dataset\hex_key\raw\raw_154.png,10
831,dataset\nut\raw\raw_218.png,2
3260,dataset\key\raw\raw_122.png,9
1989,dataset\lego_1x2\raw\raw_012.png,5
2458,dataset\lego_2x3\raw\raw_395.png,6
701,dataset\cylinder\raw\raw_248.png,1
1439,dataset\bolt\raw\raw_349.png,3
423,dataset\cylinder\raw\raw_242.png,1
3110,dataset\usb_typec\raw\raw_085.png,8
559,dataset\cylinder\raw\raw_143.png,1
3725,dataset\hex_key\raw\raw_168.png,10
2732,dataset\usb_mini\raw\raw_198.png,7
4037,dataset\mesh_pot\raw\raw_312.png,11
822,dataset\nut\raw\raw_304.png,2
2515,dataset\lego_2x3\raw\raw_225.png,6
2128,dataset\lego_1x2\raw\raw_254.png,5
3247,dataset\key\raw\raw_141.png,9
490,dataset\cylinder\raw\raw_184.png,1
293,dataset\sphere\raw\raw_455.png,0
751,dataset\nut\raw\raw_157.png,2
2705,dataset\usb_mini\raw\raw_381.png,7
2202,dataset\lego_2x3\raw\raw_269.png,6
1944,dataset\lego_1x2\raw\raw_043.png,5
2318,dataset\lego_2x3\raw\raw_086.png,6
3964,dataset\mesh_pot\raw\raw_192.png,11
556,dataset\cylinder\raw\raw_112.png,1
1447,dataset\spanner\raw\raw_240.png,4
1295,dataset\bolt\raw\raw_242.png,3
478,dataset\cylinder\raw\raw_300.png,1
756,dataset\nut\raw\raw_186.png,2
914,dataset\nut\raw\raw_019.png,2
1512,dataset\spanner\raw\raw_055.png,4
3929,dataset\hex_key\raw\raw_141.png,10
876,dataset\nut\raw\raw_177.png,2
3868,dataset\hex_key\raw\raw_337.png,10
4134,dataset\mesh_pot\raw\raw_295.png,11
2606,dataset\usb_mini\raw\raw_185.png,7
1970,dataset\lego_1x2\raw\raw_373.png,5
2007,dataset\lego_1x2\raw\raw_204.png,5
1557,dataset\spanner\raw\raw_331.png,4
1705,dataset\spanner\raw\raw_239.png,4
793,dataset\nut\raw\raw_016.png,2
2113,dataset\lego_1x2\raw\raw_227.png,5
641,dataset\cylinder\raw\raw_452.png,1
798,dataset\nut\raw\raw_151.png,2
3587,dataset\key\raw\raw_066.png,9
2923,dataset\usb_typec\raw\raw_359.png,8
2715,dataset\usb_mini\raw\raw_129.png,7
2727,dataset\usb_mini\raw\raw_087.png,7
1060,dataset\nut\raw\raw_004.png,2
2531,dataset\usb_mini\raw\raw_363.png,7
3391,dataset\key\raw\raw_343.png,9
2689,dataset\usb_mini\raw\raw_045.png,7
527,dataset\cylinder\raw\raw_007.png,1
3607,dataset\hex_key\raw\raw_181.png,10
2432,dataset\lego_2x3\raw\raw_007.png,6
1175,dataset\bolt\raw\raw_066.png,3
1820,dataset\lego_1x2\raw\raw_393.png,5
1023,dataset\nut\raw\raw_056.png,2
60,dataset\sphere\raw\raw_120.png,0
1174,dataset\bolt\raw\raw_445.png,3
948,dataset\nut\raw\raw_159.png,2
3141,dataset\usb_typec\raw\raw_265.png,8
1209,dataset\bolt\raw\raw_353.png,3
391,dataset\cylinder\raw\raw_132.png,1
949,dataset\nut\raw\raw_268.png,2
1336,dataset\bolt\raw\raw_285.png,3
3093,dataset\usb_typec\raw\raw_159.png,8
279,dataset\sphere\raw\raw_174.png,0
296,dataset\sphere\raw\raw_177.png,0
3447,dataset\key\raw\raw_215.png,9
4282,dataset\mesh_pot\raw\raw_368.png,11
378,dataset\cylinder\raw\raw_378.png,1
2382,dataset\lego_2x3\raw\raw_252.png,6
2198,dataset\lego_2x3\raw\raw_098.png,6
2535,dataset\usb_mini\raw\raw_120.png,7
1907,dataset\lego_1x2\raw\raw_262.png,5
66,dataset\sphere\raw\raw_275.png,0
2998,dataset\usb_typec\raw\raw_010.png,8
1560,dataset\spanner\raw\raw_069.png,4
1685,dataset\spanner\raw\raw_179.png,4
2690,dataset\usb_mini\raw\raw_341.png,7
1613,dataset\spanner\raw\raw_366.png,4
1910,dataset\lego_1x2\raw\raw_296.png,5
2428,dataset\lego_2x3\raw\raw_179.png,6
263,dataset\sphere\raw\raw_081.png,0
2771,dataset\usb_mini\raw\raw_318.png,7
489,dataset\cylinder\raw\raw_286.png,1
1567,dataset\spanner\raw\raw_417.png,4
4092,dataset\mesh_pot\raw\raw_150.png,11
1860,dataset\lego_1x2\raw\raw_089.png,5
2555,dataset\usb_mini\raw\raw_309.png,7
1905,dataset\lego_1x2\raw\raw_041.png,5
1364,dataset\bolt\raw\raw_205.png,3
4043,dataset\mesh_pot\raw\raw_337.png,11
2470,dataset\lego_2x3\raw\raw_266.png,6
262,dataset\sphere\raw\raw_068.png,0
763,dataset\nut\raw\raw_412.png,2
1896,dataset\lego_1x2\raw\raw_293.png,5
4168,dataset\mesh_pot\raw\raw_255.png,11
3324,dataset\key\raw\raw_060.png,9
1614,dataset\spanner\raw\raw_308.png,4
4061,dataset\mesh_pot\raw\raw_061.png,11
1547,dataset\spanner\raw\raw_375.png,4
2566,dataset\usb_mini\raw\raw_276.png,7
602,dataset\cylinder\raw\raw_355.png,1
2057,dataset\lego_1x2\raw\raw_218.png,5
175,dataset\sphere\raw\raw_136.png,0
1022,dataset\nut\raw\raw_275.png,2
1881,dataset\lego_1x2\raw\raw_081.png,5
1673,dataset\spanner\raw\raw_162.png,4
